"WAVE_ang" "FLUX_ergs_s_cm2_ang"
3845.5 NA
3846 NA
3846.5 NA
3847 NA
3847.5 NA
3848 NA
3848.5 NA
3849 NA
3849.5 NA
3850 NA
3850.5 NA
3851 NA
3851.5 NA
3852 NA
3852.5 NA
3853 NA
3853.5 NA
3854 NA
3854.5 NA
3855 NA
3855.5 NA
3856 NA
3856.5 NA
3857 NA
3857.5 NA
3858 NA
3858.5 NA
3859 NA
3859.5 NA
3860 NA
3860.5 NA
3861 NA
3861.5 NA
3862 NA
3862.5 NA
3863 NA
3863.5 NA
3864 NA
3864.5 NA
3865 NA
3865.5 NA
3866 NA
3866.5 NA
3867 NA
3867.5 NA
3868 NA
3868.5 NA
3869 NA
3869.5 NA
3870 NA
3870.5 NA
3871 NA
3871.5 NA
3872 NA
3872.5 NA
3873 NA
3873.5 NA
3874 NA
3874.5 NA
3875 NA
3875.5 NA
3876 NA
3876.5 NA
3877 NA
3877.5 NA
3878 NA
3878.5 NA
3879 NA
3879.5 NA
3880 NA
3880.5 NA
3881 NA
3881.5 NA
3882 NA
3882.5 NA
3883 NA
3883.5 NA
3884 NA
3884.5 NA
3885 NA
3885.5 NA
3886 NA
3886.5 NA
3887 NA
3887.5 NA
3888 NA
3888.5 NA
3889 NA
3889.5 NA
3890 NA
3890.5 NA
3891 NA
3891.5 NA
3892 NA
3892.5 NA
3893 NA
3893.5 NA
3894 NA
3894.5 NA
3895 NA
3895.5 NA
3896 NA
3896.5 NA
3897 NA
3897.5 NA
3898 NA
3898.5 NA
3899 NA
3899.5 NA
3900 NA
3900.5 NA
3901 NA
3901.5 NA
3902 NA
3902.5 NA
3903 NA
3903.5 NA
3904 NA
3904.5 NA
3905 NA
3905.5 NA
3906 NA
3906.5 NA
3907 NA
3907.5 NA
3908 NA
3908.5 NA
3909 NA
3909.5 NA
3910 NA
3910.5 NA
3911 NA
3911.5 NA
3912 NA
3912.5 NA
3913 NA
3913.5 NA
3914 NA
3914.5 NA
3915 NA
3915.5 NA
3916 NA
3916.5 NA
3917 NA
3917.5 NA
3918 NA
3918.5 NA
3919 NA
3919.5 NA
3920 NA
3920.5 NA
3921 NA
3921.5 NA
3922 NA
3922.5 NA
3923 NA
3923.5 NA
3924 NA
3924.5 NA
3925 NA
3925.5 NA
3926 NA
3926.5 NA
3927 NA
3927.5 NA
3928 NA
3928.5 NA
3929 NA
3929.5 NA
3930 NA
3930.5 NA
3931 NA
3931.5 NA
3932 NA
3932.5 NA
3933 NA
3933.5 NA
3934 NA
3934.5 NA
3935 NA
3935.5 NA
3936 NA
3936.5 NA
3937 NA
3937.5 NA
3938 NA
3938.5 NA
3939 NA
3939.5 NA
3940 NA
3940.5 NA
3941 NA
3941.5 NA
3942 NA
3942.5 NA
3943 NA
3943.5 NA
3944 NA
3944.5 NA
3945 NA
3945.5 NA
3946 NA
3946.5 NA
3947 NA
3947.5 NA
3948 NA
3948.5 NA
3949 NA
3949.5 NA
3950 NA
3950.5 NA
3951 NA
3951.5 NA
3952 NA
3952.5 NA
3953 NA
3953.5 NA
3954 NA
3954.5 NA
3955 NA
3955.5 NA
3956 NA
3956.5 NA
3957 NA
3957.5 NA
3958 NA
3958.5 NA
3959 NA
3959.5 NA
3960 NA
3960.5 NA
3961 NA
3961.5 NA
3962 NA
3962.5 NA
3963 NA
3963.5 NA
3964 NA
3964.5 NA
3965 NA
3965.5 NA
3966 NA
3966.5 NA
3967 NA
3967.5 NA
3968 NA
3968.5 NA
3969 NA
3969.5 NA
3970 NA
3970.5 NA
3971 NA
3971.5 NA
3972 NA
3972.5 NA
3973 NA
3973.5 NA
3974 NA
3974.5 NA
3975 NA
3975.5 NA
3976 NA
3976.5 NA
3977 NA
3977.5 NA
3978 NA
3978.5 NA
3979 NA
3979.5 NA
3980 NA
3980.5 NA
3981 NA
3981.5 NA
3982 NA
3982.5 NA
3983 NA
3983.5 NA
3984 NA
3984.5 NA
3985 NA
3985.5 NA
3986 NA
3986.5 NA
3987 NA
3987.5 NA
3988 NA
3988.5 NA
3989 NA
3989.5 NA
3990 NA
3990.5 NA
3991 NA
3991.5 NA
3992 NA
3992.5 NA
3993 NA
3993.5 NA
3994 NA
3994.5 NA
3995 NA
3995.5 NA
3996 NA
3996.5 NA
3997 NA
3997.5 NA
3998 NA
3998.5 NA
3999 NA
3999.5 NA
4000 NA
4000.5 NA
4001 NA
4001.5 NA
4002 NA
4002.5 NA
4003 NA
4003.5 NA
4004 NA
4004.5 NA
4005 NA
4005.5 NA
4006 NA
4006.5 NA
4007 NA
4007.5 NA
4008 NA
4008.5 NA
4009 NA
4009.5 NA
4010 NA
4010.5 NA
4011 NA
4011.5 NA
4012 NA
4012.5 NA
4013 NA
4013.5 NA
4014 NA
4014.5 NA
4015 NA
4015.5 NA
4016 NA
4016.5 NA
4017 NA
4017.5 NA
4018 NA
4018.5 NA
4019 NA
4019.5 NA
4020 NA
4020.5 NA
4021 NA
4021.5 NA
4022 NA
4022.5 NA
4023 NA
4023.5 NA
4024 NA
4024.5 NA
4025 NA
4025.5 NA
4026 NA
4026.5 NA
4027 NA
4027.5 NA
4028 NA
4028.5 NA
4029 NA
4029.5 NA
4030 NA
4030.5 NA
4031 NA
4031.5 NA
4032 NA
4032.5 NA
4033 NA
4033.5 NA
4034 NA
4034.5 NA
4035 NA
4035.5 NA
4036 NA
4036.5 NA
4037 NA
4037.5 NA
4038 NA
4038.5 NA
4039 NA
4039.5 NA
4040 NA
4040.5 NA
4041 NA
4041.5 NA
4042 NA
4042.5 NA
4043 NA
4043.5 NA
4044 NA
4044.5 NA
4045 NA
4045.5 NA
4046 NA
4046.5 NA
4047 NA
4047.5 NA
4048 NA
4048.5 NA
4049 NA
4049.5 NA
4050 NA
4050.5 NA
4051 NA
4051.5 NA
4052 NA
4052.5 NA
4053 NA
4053.5 NA
4054 NA
4054.5 NA
4055 NA
4055.5 NA
4056 NA
4056.5 NA
4057 NA
4057.5 NA
4058 NA
4058.5 NA
4059 NA
4059.5 NA
4060 NA
4060.5 NA
4061 NA
4061.5 NA
4062 NA
4062.5 NA
4063 NA
4063.5 NA
4064 NA
4064.5 NA
4065 NA
4065.5 NA
4066 NA
4066.5 NA
4067 NA
4067.5 NA
4068 NA
4068.5 NA
4069 NA
4069.5 NA
4070 NA
4070.5 NA
4071 NA
4071.5 NA
4072 NA
4072.5 NA
4073 NA
4073.5 NA
4074 NA
4074.5 NA
4075 NA
4075.5 NA
4076 NA
4076.5 NA
4077 NA
4077.5 NA
4078 NA
4078.5 NA
4079 NA
4079.5 NA
4080 NA
4080.5 NA
4081 NA
4081.5 NA
4082 NA
4082.5 NA
4083 NA
4083.5 NA
4084 NA
4084.5 NA
4085 NA
4085.5 NA
4086 NA
4086.5 NA
4087 NA
4087.5 NA
4088 NA
4088.5 NA
4089 NA
4089.5 NA
4090 NA
4090.5 NA
4091 NA
4091.5 NA
4092 NA
4092.5 NA
4093 NA
4093.5 NA
4094 NA
4094.5 NA
4095 NA
4095.5 NA
4096 NA
4096.5 NA
4097 NA
4097.5 NA
4098 NA
4098.5 NA
4099 NA
4099.5 NA
4100 NA
4100.5 NA
4101 NA
4101.5 NA
4102 NA
4102.5 NA
4103 NA
4103.5 NA
4104 NA
4104.5 NA
4105 NA
4105.5 NA
4106 NA
4106.5 NA
4107 NA
4107.5 NA
4108 NA
4108.5 NA
4109 NA
4109.5 NA
4110 NA
4110.5 NA
4111 NA
4111.5 NA
4112 NA
4112.5 NA
4113 NA
4113.5 NA
4114 NA
4114.5 NA
4115 NA
4115.5 NA
4116 NA
4116.5 NA
4117 NA
4117.5 NA
4118 NA
4118.5 NA
4119 NA
4119.5 NA
4120 NA
4120.5 NA
4121 NA
4121.5 NA
4122 NA
4122.5 NA
4123 NA
4123.5 NA
4124 NA
4124.5 NA
4125 NA
4125.5 NA
4126 NA
4126.5 NA
4127 NA
4127.5 NA
4128 NA
4128.5 NA
4129 NA
4129.5 NA
4130 NA
4130.5 NA
4131 NA
4131.5 NA
4132 NA
4132.5 NA
4133 NA
4133.5 NA
4134 NA
4134.5 NA
4135 NA
4135.5 NA
4136 NA
4136.5 NA
4137 NA
4137.5 NA
4138 NA
4138.5 NA
4139 NA
4139.5 NA
4140 NA
4140.5 NA
4141 NA
4141.5 NA
4142 NA
4142.5 NA
4143 NA
4143.5 NA
4144 NA
4144.5 NA
4145 NA
4145.5 NA
4146 NA
4146.5 NA
4147 NA
4147.5 NA
4148 NA
4148.5 NA
4149 NA
4149.5 NA
4150 NA
4150.5 NA
4151 NA
4151.5 NA
4152 NA
4152.5 NA
4153 NA
4153.5 NA
4154 NA
4154.5 NA
4155 NA
4155.5 NA
4156 NA
4156.5 NA
4157 NA
4157.5 NA
4158 NA
4158.5 NA
4159 NA
4159.5 NA
4160 NA
4160.5 NA
4161 NA
4161.5 NA
4162 NA
4162.5 NA
4163 NA
4163.5 NA
4164 NA
4164.5 NA
4165 NA
4165.5 NA
4166 NA
4166.5 NA
4167 NA
4167.5 NA
4168 NA
4168.5 NA
4169 NA
4169.5 NA
4170 NA
4170.5 NA
4171 NA
4171.5 NA
4172 NA
4172.5 NA
4173 NA
4173.5 NA
4174 NA
4174.5 NA
4175 NA
4175.5 NA
4176 NA
4176.5 NA
4177 NA
4177.5 NA
4178 NA
4178.5 NA
4179 NA
4179.5 NA
4180 NA
4180.5 NA
4181 NA
4181.5 NA
4182 NA
4182.5 NA
4183 NA
4183.5 NA
4184 NA
4184.5 NA
4185 NA
4185.5 NA
4186 NA
4186.5 NA
4187 NA
4187.5 NA
4188 NA
4188.5 NA
4189 NA
4189.5 NA
4190 NA
4190.5 NA
4191 NA
4191.5 NA
4192 NA
4192.5 NA
4193 NA
4193.5 NA
4194 NA
4194.5 NA
4195 NA
4195.5 NA
4196 NA
4196.5 NA
4197 NA
4197.5 NA
4198 NA
4198.5 NA
4199 NA
4199.5 NA
4200 NA
4200.5 NA
4201 NA
4201.5 NA
4202 NA
4202.5 NA
4203 NA
4203.5 NA
4204 NA
4204.5 NA
4205 NA
4205.5 NA
4206 NA
4206.5 NA
4207 NA
4207.5 NA
4208 NA
4208.5 NA
4209 NA
4209.5 NA
4210 NA
4210.5 NA
4211 NA
4211.5 NA
4212 NA
4212.5 NA
4213 NA
4213.5 NA
4214 NA
4214.5 NA
4215 NA
4215.5 NA
4216 NA
4216.5 NA
4217 NA
4217.5 NA
4218 NA
4218.5 NA
4219 NA
4219.5 NA
4220 NA
4220.5 NA
4221 NA
4221.5 NA
4222 NA
4222.5 NA
4223 NA
4223.5 NA
4224 NA
4224.5 NA
4225 NA
4225.5 NA
4226 NA
4226.5 NA
4227 NA
4227.5 NA
4228 NA
4228.5 NA
4229 NA
4229.5 NA
4230 NA
4230.5 NA
4231 NA
4231.5 NA
4232 NA
4232.5 NA
4233 NA
4233.5 NA
4234 NA
4234.5 NA
4235 NA
4235.5 NA
4236 NA
4236.5 NA
4237 NA
4237.5 NA
4238 NA
4238.5 NA
4239 NA
4239.5 NA
4240 NA
4240.5 NA
4241 NA
4241.5 NA
4242 NA
4242.5 NA
4243 NA
4243.5 NA
4244 NA
4244.5 NA
4245 NA
4245.5 NA
4246 NA
4246.5 NA
4247 NA
4247.5 NA
4248 NA
4248.5 NA
4249 NA
4249.5 NA
4250 NA
4250.5 NA
4251 NA
4251.5 NA
4252 NA
4252.5 NA
4253 NA
4253.5 NA
4254 NA
4254.5 NA
4255 NA
4255.5 NA
4256 NA
4256.5 NA
4257 NA
4257.5 NA
4258 NA
4258.5 NA
4259 NA
4259.5 NA
4260 NA
4260.5 NA
4261 NA
4261.5 NA
4262 NA
4262.5 NA
4263 NA
4263.5 NA
4264 NA
4264.5 NA
4265 NA
4265.5 NA
4266 NA
4266.5 NA
4267 NA
4267.5 NA
4268 NA
4268.5 NA
4269 NA
4269.5 NA
4270 NA
4270.5 NA
4271 NA
4271.5 NA
4272 NA
4272.5 NA
4273 NA
4273.5 NA
4274 NA
4274.5 NA
4275 NA
4275.5 NA
4276 NA
4276.5 NA
4277 NA
4277.5 NA
4278 NA
4278.5 NA
4279 NA
4279.5 NA
4280 NA
4280.5 NA
4281 NA
4281.5 NA
4282 NA
4282.5 NA
4283 NA
4283.5 NA
4284 NA
4284.5 NA
4285 NA
4285.5 NA
4286 NA
4286.5 NA
4287 NA
4287.5 NA
4288 NA
4288.5 NA
4289 NA
4289.5 NA
4290 NA
4290.5 NA
4291 NA
4291.5 NA
4292 NA
4292.5 NA
4293 NA
4293.5 NA
4294 NA
4294.5 NA
4295 NA
4295.5 NA
4296 NA
4296.5 NA
4297 NA
4297.5 NA
4298 NA
4298.5 NA
4299 NA
4299.5 NA
4300 NA
4300.5 NA
4301 NA
4301.5 NA
4302 NA
4302.5 NA
4303 NA
4303.5 NA
4304 NA
4304.5 NA
4305 NA
4305.5 NA
4306 NA
4306.5 NA
4307 NA
4307.5 NA
4308 NA
4308.5 NA
4309 NA
4309.5 NA
4310 NA
4310.5 NA
4311 NA
4311.5 NA
4312 NA
4312.5 NA
4313 NA
4313.5 NA
4314 NA
4314.5 NA
4315 NA
4315.5 NA
4316 NA
4316.5 NA
4317 NA
4317.5 NA
4318 NA
4318.5 NA
4319 NA
4319.5 NA
4320 NA
4320.5 NA
4321 NA
4321.5 NA
4322 NA
4322.5 NA
4323 NA
4323.5 NA
4324 NA
4324.5 NA
4325 NA
4325.5 NA
4326 NA
4326.5 NA
4327 NA
4327.5 NA
4328 NA
4328.5 NA
4329 NA
4329.5 NA
4330 NA
4330.5 NA
4331 NA
4331.5 NA
4332 NA
4332.5 NA
4333 NA
4333.5 NA
4334 NA
4334.5 NA
4335 NA
4335.5 NA
4336 NA
4336.5 NA
4337 NA
4337.5 NA
4338 NA
4338.5 NA
4339 NA
4339.5 NA
4340 NA
4340.5 NA
4341 NA
4341.5 NA
4342 NA
4342.5 NA
4343 NA
4343.5 NA
4344 NA
4344.5 NA
4345 NA
4345.5 NA
4346 NA
4346.5 NA
4347 NA
4347.5 NA
4348 NA
4348.5 NA
4349 NA
4349.5 NA
4350 NA
4350.5 NA
4351 NA
4351.5 NA
4352 NA
4352.5 NA
4353 NA
4353.5 NA
4354 NA
4354.5 NA
4355 NA
4355.5 NA
4356 NA
4356.5 NA
4357 NA
4357.5 NA
4358 NA
4358.5 NA
4359 NA
4359.5 NA
4360 NA
4360.5 NA
4361 NA
4361.5 NA
4362 NA
4362.5 NA
4363 NA
4363.5 NA
4364 NA
4364.5 NA
4365 NA
4365.5 NA
4366 NA
4366.5 NA
4367 NA
4367.5 NA
4368 NA
4368.5 NA
4369 NA
4369.5 NA
4370 NA
4370.5 NA
4371 NA
4371.5 NA
4372 NA
4372.5 NA
4373 NA
4373.5 NA
4374 NA
4374.5 NA
4375 NA
4375.5 NA
4376 NA
4376.5 NA
4377 NA
4377.5 NA
4378 NA
4378.5 NA
4379 NA
4379.5 NA
4380 NA
4380.5 NA
4381 NA
4381.5 NA
4382 NA
4382.5 NA
4383 NA
4383.5 NA
4384 NA
4384.5 NA
4385 NA
4385.5 NA
4386 NA
4386.5 NA
4387 NA
4387.5 NA
4388 NA
4388.5 NA
4389 NA
4389.5 NA
4390 NA
4390.5 NA
4391 NA
4391.5 NA
4392 NA
4392.5 NA
4393 NA
4393.5 NA
4394 NA
4394.5 NA
4395 NA
4395.5 NA
4396 NA
4396.5 NA
4397 NA
4397.5 NA
4398 NA
4398.5 NA
4399 NA
4399.5 NA
4400 NA
4400.5 NA
4401 NA
4401.5 NA
4402 NA
4402.5 NA
4403 NA
4403.5 NA
4404 NA
4404.5 NA
4405 NA
4405.5 NA
4406 NA
4406.5 NA
4407 NA
4407.5 NA
4408 NA
4408.5 NA
4409 NA
4409.5 NA
4410 NA
4410.5 NA
4411 NA
4411.5 NA
4412 NA
4412.5 NA
4413 NA
4413.5 NA
4414 NA
4414.5 NA
4415 NA
4415.5 NA
4416 NA
4416.5 NA
4417 NA
4417.5 NA
4418 NA
4418.5 NA
4419 NA
4419.5 NA
4420 NA
4420.5 NA
4421 NA
4421.5 2.55848753697612e-17
4422 2.51911016267416e-17
4422.5 2.53042963970171e-17
4423 2.4612142813346e-17
4423.5 2.55067517981094e-17
4424 2.54810799083365e-17
4424.5 2.5390589194159e-17
4425 2.49182907768476e-17
4425.5 2.56506814791389e-17
4426 2.51371978490253e-17
4426.5 2.53545611133506e-17
4427 2.54360338391243e-17
4427.5 2.57972167832204e-17
4428 2.52567076366155e-17
4428.5 2.50503277811975e-17
4429 2.56917751875093e-17
4429.5 2.54731361335523e-17
4430 2.58861113758849e-17
4430.5 2.53768798862581e-17
4431 2.54713314458446e-17
4431.5 2.55128065199006e-17
4432 2.56549061107555e-17
4432.5 2.53560196237925e-17
4433 2.56126356873543e-17
4433.5 2.54928008941415e-17
4434 2.56370245319135e-17
4434.5 2.56511244384962e-17
4435 2.56922560104758e-17
4435.5 2.5843567229525e-17
4436 2.6217514531229e-17
4436.5 2.57978744461411e-17
4437 2.56030946801235e-17
4437.5 2.5926367450355e-17
4438 2.52265815005022e-17
4438.5 2.55586974464218e-17
4439 2.59445482565398e-17
4439.5 2.57976615926751e-17
4440 2.56452557465462e-17
4440.5 2.57136796431597e-17
4441 2.61373288984578e-17
4441.5 2.58952091939165e-17
4442 2.56694059250599e-17
4442.5 2.58724158597999e-17
4443 2.54384215409894e-17
4443.5 2.56237000391223e-17
4444 2.57015841719235e-17
4444.5 2.5760821705075e-17
4445 2.57999172089636e-17
4445.5 2.56924728236205e-17
4446 2.57196479425188e-17
4446.5 2.58792665616498e-17
4447 2.58448358401944e-17
4447.5 2.53531810087042e-17
4448 2.61016000841902e-17
4448.5 2.62244913636715e-17
4449 2.62442436533411e-17
4449.5 2.6383963135409e-17
4450 2.56509256795501e-17
4450.5 2.6008422581905e-17
4451 2.57333702077844e-17
4451.5 2.57233037600728e-17
4452 2.616412175572e-17
4452.5 2.56913703850514e-17
4453 2.58022763127879e-17
4453.5 2.63130236827552e-17
4454 2.62243322465532e-17
4454.5 2.59886724650152e-17
4455 2.61275892954957e-17
4455.5 2.5414491636783e-17
4456 2.64995299613322e-17
4456.5 2.60223611200452e-17
4457 2.59918174597905e-17
4457.5 2.64744073783995e-17
4458 2.58852624811707e-17
4458.5 2.62439654595893e-17
4459 2.61026954702284e-17
4459.5 2.64401179165015e-17
4460 2.5901777810961e-17
4460.5 2.59089585653854e-17
4461 2.61438533526509e-17
4461.5 2.61875927064657e-17
4462 2.62930533027466e-17
4462.5 2.58650956335895e-17
4463 2.62321513756995e-17
4463.5 2.62538888678183e-17
4464 2.61084080605306e-17
4464.5 2.66499107405376e-17
4465 2.68924648385322e-17
4465.5 2.69538939895515e-17
4466 2.829399997467e-17
4466.5 2.88859038361352e-17
4467 3.04200667473511e-17
4467.5 3.33532822986531e-17
4468 3.68825522267934e-17
4468.5 4.1617674986757e-17
4469 4.73639761418903e-17
4469.5 5.34283562717159e-17
4470 6.06716542081129e-17
4470.5 7.00373433477599e-17
4471 7.86291704730706e-17
4471.5 8.75778330075847e-17
4472 9.72266536925327e-17
4472.5 1.05825446737586e-16
4473 1.13103032982877e-16
4473.5 1.18069097169034e-16
4474 1.20517518715654e-16
4474.5 1.19065809147343e-16
4475 1.14846416174096e-16
4475.5 1.07113280833366e-16
4476 9.70201763872596e-17
4476.5 8.49005915851946e-17
4477 7.34118937396145e-17
4477.5 6.19760930934045e-17
4478 5.20665588426267e-17
4478.5 4.41075988918323e-17
4479 3.77940406285983e-17
4479.5 3.36005894664748e-17
4480 3.01193512160393e-17
4480.5 2.85633338854529e-17
4481 2.7419635505458e-17
4481.5 2.67769434092021e-17
4482 2.65184920145398e-17
4482.5 2.60932501335255e-17
4483 2.66965483256612e-17
4483.5 2.6147118873728e-17
4484 2.60634890104954e-17
4484.5 2.60516913924928e-17
4485 2.62597108295971e-17
4485.5 2.56242857933234e-17
4486 2.60376594801745e-17
4486.5 2.63458763861619e-17
4487 2.62807434319263e-17
4487.5 2.61619366158079e-17
4488 2.61315262122069e-17
4488.5 2.71041394166252e-17
4489 2.60980518565626e-17
4489.5 2.61104795714409e-17
4490 2.62622379036087e-17
4490.5 2.57621571818946e-17
4491 2.58529955237992e-17
4491.5 2.58276791054333e-17
4492 2.601307099724e-17
4492.5 2.60339344788851e-17
4493 2.64226792762964e-17
4493.5 2.64373963536458e-17
4494 2.55451620992797e-17
4494.5 2.6505834031754e-17
4495 2.61068829318676e-17
4495.5 2.60034718705063e-17
4496 2.54772150707354e-17
4496.5 2.56536584325569e-17
4497 2.60319706735227e-17
4497.5 2.55366758123161e-17
4498 2.51377189966728e-17
4498.5 2.63856206955053e-17
4499 2.58269755595127e-17
4499.5 2.57307989932212e-17
4500 2.60697014852127e-17
4500.5 2.59877863510129e-17
4501 2.63017266401683e-17
4501.5 2.55685400670562e-17
4502 2.59313566144326e-17
